,Name,Address,City State ZIP,ZIP,Number of Sites,Url,latitude,longitude
885,Big Oak,"S Poplar St,","De Soto, IL",62924.0,Not found,https://www.mhvillage.com/parks/107236,,
886,Adams Mobile Home Park,"R 45 & Grove St,","Eldorado, IL",62930.0,Not found,https://www.mhvillage.com/parks/107030,,
887,Dorris Heights Trailer Park,"820 Dorris Heights Road,","Harrisburg, IL",62946.0,Not found,https://www.mhvillage.com/parks/36307,,
888,Evergreen Park,"200 S Granger St # 221,","Harrisburg, IL",62946.0,Not found,https://www.mhvillage.com/parks/57870,,
889,Jeans Mobile Home Park,"16 North Texas Street,","Harrisburg, IL",62946.0,Not found,https://www.mhvillage.com/parks/11232,,
890,Blue Blaze Mobile Home Estates,"2400 West Blue Blaze Trail,","Herrin, IL",62948.0,78,https://www.mhvillage.com/parks/11598,,
891,Watkins Mobile Home Park,"110 N Acre Ln # 450,","Jonesboro, IL",62952.0,Not found,https://www.mhvillage.com/parks/57850,,
892,Eastcape MHP,"60 Virginia Dr,","East Cape Girardeau, IL",62957.0,60,https://www.mhvillage.com/parks/10151,,
893,Kay-Lou MHC,"2624 Ingersoll Ln,","Marion, IL",62959.0,96,https://www.mhvillage.com/parks/11606,,
894,Marion Mobile Home Village,"2004 Village Ln,","Marion, IL",62959.0,150,https://www.mhvillage.com/parks/11608,,
895,Williams Trailer Court,"200 East Patrick Street,","Marion, IL",62959.0,80,https://www.mhvillage.com/parks/11613,,
896,Bill Butler Mobile Home Park,"831 Jodi Lane,","Marion, IL",62959.0,Not found,https://www.mhvillage.com/parks/11602,,
897,Juanita's Mobile Home Park,"1501 North Russell Street,","Marion, IL",62959.0,Not found,https://www.mhvillage.com/parks/11605,,
898,South Court Mobile Home Park,"1810 Wolff Drive,","Marion, IL",62959.0,Not found,https://www.mhvillage.com/parks/11612,,
899,Hidden Acres Mobile Home Park,"114 Hidden Acres Road,","Metropolis, IL",62960.0,39,https://www.mhvillage.com/parks/11716,,
900,Grand Oaks,"Haydn's Dr,","Metropolis, IL",62960.0,Not found,https://www.mhvillage.com/parks/107018,,
901,Green Oaks,"Haydn's Dr,","Metropolis, IL",62960.0,Not found,https://www.mhvillage.com/parks/107016,,
902,Fairway Mobile Home Park,"5287 Country Club Rd,","Murphysboro, IL",62966.0,Not found,https://www.mhvillage.com/parks/57792,,
903,Green Acres,"2417 New Era Rd,","Murphysboro, IL",62966.0,Not found,https://www.mhvillage.com/parks/57790,,
904,Happy Ours Trailer Court,"1 Happy Ours Ln,","Murphysboro, IL",62966.0,Not found,https://www.mhvillage.com/parks/57785,,
905,Country Village Mobile Home Park,"151 Hoffman Road,","Murphysboro, IL",62966.0,63,https://www.mhvillage.com/parks/10641,,
906,Cinnamon Lane Mobile Home Park,"59 Cinnamon Lane,","Murphysboro, IL",62966.0,Not found,https://www.mhvillage.com/parks/38046,,
907,Country Circle Trailer Park,"1 C Circle Dr,","Murphysboro, IL",62966.0,Not found,https://www.mhvillage.com/parks/57793,,
908,Greentree Mobile Home Park,"1 Dars Road,","Murphysboro, IL",62966.0,Not found,https://www.mhvillage.com/parks/36811,37.804055,-89.333817
909,Meadow Vista MHP,"1219 N 20th St,","Murphysboro, IL",62966.0,Not found,https://www.mhvillage.com/parks/106222,,
910,Tan Tara Mobile Home Park,"2534 New Era Road,","Murphysboro, IL",62966.0,Not found,https://www.mhvillage.com/parks/10631,,
911,Fairveiw Estates,"Fairgrounds Rd,","Vienna, IL",62995.0,20,https://www.mhvillage.com/parks/126106,,
912,Pleasant Acres Living Spaces,"124 Apple St,","Vienna, IL",62995.0,Not found,https://www.mhvillage.com/parks/57651,,
913,,,,,,,,
914,,,,,,,,
915,,,,,,,,
916,,,,,,,,
917,,,,,,,,
918,,,,,,,,
919,,,,,,,,
920,,,,,,,34.220389,70.3800314
921,,,,,,,,
922,,,,,,,,
923,,,,,,,,
924,,,,,,,,
925,,,,,,,,
926,,,,,,,,
927,,,,,,,,
928,,,,,,,,
929,,,,,,,,
930,,,,,,,,
931,,,,,,,,
932,,,,,,,,
933,,,,,,,,
934,,,,,,,,
935,,,,,,,,
936,,,,,,,,
937,,,,,,,,
938,,,,,,,,
939,,,,,,,,
940,,,,,,,,
941,,,,,,,,
942,,,,,,,,
943,,,,,,,,
944,,,,,,,,
945,,,,,,,,
946,,,,,,,34.220389,70.3800314
947,,,,,,,,
948,,,,,,,,
949,,,,,,,,
950,,,,,,,,
951,,,,,,,34.220389,70.3800314
952,,,,,,,,
953,,,,,,,,
954,,,,,,,,
955,,,,,,,,
956,,,,,,,,
957,,,,,,,,
958,,,,,,,,
959,,,,,,,,
960,,,,,,,,
961,,,,,,,,
962,,,,,,,,
963,,,,,,,,
964,,,,,,,,
965,,,,,,,,
966,,,,,,,,
967,,,,,,,34.220389,70.3800314
968,,,,,,,,
969,,,,,,,,
970,,,,,,,,
971,,,,,,,,
972,,,,,,,,
973,,,,,,,,
974,,,,,,,,
975,,,,,,,,
976,,,,,,,34.220389,70.3800314
977,,,,,,,,
978,,,,,,,,
979,,,,,,,,
980,,,,,,,,
981,,,,,,,,
982,,,,,,,34.220389,70.3800314
983,,,,,,,,
984,,,,,,,,
985,,,,,,,,
986,,,,,,,,
987,,,,,,,34.220389,70.3800314
988,,,,,,,,
989,,,,,,,34.220389,70.3800314
990,,,,,,,34.220389,70.3800314
991,,,,,,,,
992,,,,,,,,
993,,,,,,,,
994,,,,,,,,
995,,,,,,,,
996,,,,,,,,
997,,,,,,,,
998,,,,,,,,
999,,,,,,,,
1000,,,,,,,,
1001,,,,,,,,
1002,,,,,,,,
1003,,,,,,,,
1004,,,,,,,,
1005,,,,,,,,
1006,,,,,,,,
1007,,,,,,,,
1008,,,,,,,,
1009,,,,,,,,
1010,,,,,,,,
1011,,,,,,,,
1012,,,,,,,,
1013,,,,,,,,
1014,,,,,,,,
1015,,,,,,,,
1016,,,,,,,,
1017,,,,,,,,
1018,,,,,,,,
1019,,,,,,,,
1020,,,,,,,,
1021,,,,,,,34.220389,70.3800314
1022,,,,,,,,
1023,,,,,,,,
1024,,,,,,,,
1025,,,,,,,,
1026,,,,,,,,
1027,,,,,,,,
1028,,,,,,,,
1029,,,,,,,,
1030,,,,,,,,
1031,,,,,,,,
1032,,,,,,,,
1033,,,,,,,,
1034,,,,,,,,
1035,,,,,,,,
1036,,,,,,,,
1037,,,,,,,,
1038,,,,,,,,
1039,,,,,,,,
1040,,,,,,,,
1041,,,,,,,,
1042,,,,,,,,
1043,,,,,,,,
1044,,,,,,,,
1045,,,,,,,,
1046,,,,,,,,
1047,,,,,,,,
1048,,,,,,,,
1049,,,,,,,,
1050,,,,,,,,
1051,,,,,,,,
1052,,,,,,,,
1053,,,,,,,,
1054,,,,,,,,
1055,,,,,,,,
1056,,,,,,,,
1057,,,,,,,,
1058,,,,,,,,
1059,,,,,,,34.220389,70.3800314
1060,,,,,,,,
1061,,,,,,,,
1062,,,,,,,,
1063,,,,,,,34.220389,70.3800314
1064,,,,,,,,
1065,,,,,,,,
1066,,,,,,,,
1067,,,,,,,34.220389,70.3800314
1068,,,,,,,34.220389,70.3800314
1069,,,,,,,,
1070,,,,,,,,
1071,,,,,,,,
1072,,,,,,,,
1073,,,,,,,34.220389,70.3800314
1074,,,,,,,,
1075,,,,,,,,
1076,,,,,,,34.220389,70.3800314
1077,,,,,,,,
1078,,,,,,,34.220389,70.3800314
1079,,,,,,,,
1080,,,,,,,,
1081,,,,,,,34.220389,70.3800314
1082,,,,,,,,
1083,,,,,,,,
1084,,,,,,,,
1085,,,,,,,34.220389,70.3800314
1086,,,,,,,,
1087,,,,,,,,
1088,,,,,,,,
1089,,,,,,,,
1090,,,,,,,,
1091,,,,,,,34.220389,70.3800314
1092,,,,,,,,
1093,,,,,,,,
1094,,,,,,,,
1095,,,,,,,34.220389,70.3800314
1096,,,,,,,,
1097,,,,,,,,
1098,,,,,,,,
1099,,,,,,,,
1100,,,,,,,34.220389,70.3800314
